gene	coef	se	pval	I2	I2_pval	fdr
ABHD3	-0.100727040005431	0.0841591567238334	0.231359683482518	0.0382048410932106	0.409154017036552	0.998342592316123
ABHD4	0.0163405623777905	0.0812472894434347	0.840603708966865	0	0.949383732074739	0.998342592316123
ABHD5	-0.0380089194463058	0.0853202966052871	0.655969237215123	0	0.46655849637242	0.998342592316123
ABHD6	-0.0372621546939274	0.0838115970026969	0.656612998544046	0.254432012416953	0.173621301721673	0.998342592316123
ABHD8	-0.107042400233252	0.0839716444400565	0.202399655451935	0	0.867454077692448	0.998342592316123
ABI1	-0.0487439649885062	0.0793709608718896	0.539130451099127	0	0.972010401045128	0.998342592316123
ABI2	0.0339076576001395	0.0812057535421752	0.67627440226731	0	0.856010141779865	0.998342592316123
ABI3	-0.0662640440897617	0.117469379185844	0.572688584830551	0.408882852547325	0.0500113354690358	0.998342592316123
ABI3BP	-0.0421052453569484	0.0844568937014798	0.618102602359263	0	0.751765887830581	0.998342592316123
ABL1	0.100734052279747	0.0839964286767263	0.230424571635867	0	0.722328505600252	0.998342592316123
ABL2	-0.0275862507955822	0.0838948919426277	0.742292353961723	0.0216848420939217	0.426857395251118	0.998342592316123
ABLIM1	0.0541597912214768	0.0814458247931202	0.506063704234516	0	0.739317050096382	0.998342592316123
ABLIM2	0.05186174044843	0.096183309148999	0.589751011182966	0.111276370866996	0.328694400609793	0.998342592316123
ABLIM3	-0.00217618236668669	0.0814810743893265	0.978692771020789	0	0.930092270997642	0.999882152897227
ABR	0.0236846038339928	0.0841105057869163	0.778258578939157	0	0.603340018041754	0.998342592316123
ABRACL	-0.0591914391534937	0.0835694777039062	0.478765083360853	0	0.584249071986347	0.998342592316123
ABTB1	-0.108688260167919	0.0812895958769352	0.18120629237716	0.243159321897874	0.185033353059865	0.998342592316123
ABTB2	-0.0778133423808968	0.0909282014757635	0.392126743822633	0	0.660639856618473	0.998342592316123
ACAA1	-0.0978196858563201	0.0857950414514885	0.25422153541527	0	0.459883378925904	0.998342592316123
ACAA2	-0.0329070899752363	0.0821160948493608	0.68861257877613	0	0.669881801199652	0.998342592316123
ACACB	-0.0342794882578982	0.0864002979535618	0.691550373623253	0	0.832583398690588	0.998342592316123
ACAD10	-0.0666763645572319	0.0825885284762948	0.419475213721894	0	0.625028663296179	0.998342592316123
ACAD11	0.142964929351261	0.0858357470513838	0.0958002884360755	0	0.895455746623552	0.998342592316123
ACAD8	0.0053448726788675	0.0838994141842091	0.949204549239178	0	0.705451238533732	0.999882152897227
ACAD9	-0.0830137353172526	0.0849017748175419	0.328192013414865	0.0206320014431069	0.427977458066564	0.998342592316123
ACADL	-0.167995656404829	0.0795214765039108	0.0346365428904335	0	0.9158387244339	0.955178219710008
ACADM	-0.12436528085607	0.0848825776760889	0.142881372474067	0	0.764499607913966	0.998342592316123
ACADS	-0.074567085064051	0.0828168981433953	0.367915450465269	0	0.747417340676071	0.998342592316123
ACADSB	-0.124134334005661	0.0811980036107483	0.126317617589632	0	0.923527931371371	0.998342592316123
ACADVL	-0.000484837275854135	0.0854950399169299	0.99547526846195	0	0.905023016239427	0.999882152897227
ACAN	0.0419505521412058	0.0843983415133301	0.619150813974506	0	0.745475752672559	0.998342592316123
ACAP1	-0.126190215289517	0.0817605263127227	0.1227307316939	0	0.734829416379633	0.998342592316123
ACAP2	-0.131510144566055	0.0821965234293937	0.109610170124534	0	0.980768980543406	0.998342592316123
ACAP3	-0.0107835423262087	0.0862466436181664	0.9004986575497	0.185844499760373	0.245897268778857	0.998342592316123
ACAT1	-0.035916632424805	0.083106902045973	0.665615040868663	0	0.887322876763473	0.998342592316123
ACAT2	-0.0343042252674814	0.0844036608551246	0.684426285533138	0.0864166452650443	0.356353283896777	0.998342592316123
ACBD3	-0.101787612213728	0.0814684140011204	0.211514429949675	0	0.995657953591041	0.998342592316123
ACBD4	0.07991101337243	0.0828751432678389	0.334928727830704	0.069928150224497	0.374568453932698	0.998342592316123
ACBD5	-0.130739120530117	0.0819123115543513	0.110469520813497	0	0.867260228376556	0.998342592316123
ACBD6	0.0306703257818357	0.0826075840169785	0.710430958241523	0	0.818432982278942	0.998342592316123
ACBD7	-0.0549028489351839	0.0993944707190451	0.580692639440041	0	0.620746280463182	0.998342592316123
ACCS	-0.00982041364092036	0.083745589541872	0.906650181807279	0.0879275123371104	0.354677989745854	0.998873888686924
ACD	0.0212199969873201	0.0831052501072393	0.798461414806466	0	0.930601250328653	0.998342592316123
ACE2	-0.0306133387111081	0.0868225121403334	0.724390747625484	0.272036433426361	0.156282280066604	0.998342592316123
ACER2	-0.184910052536636	0.101282100501833	0.0678964726167786	0.265449923661385	0.162696248887519	0.998342592316123
ACHE	-0.0182077263166542	0.0896373723937711	0.83903615429581	0.159253484664024	0.275204848457386	0.998342592316123
ACIN1	0.0199991891981467	0.0817429933046651	0.80672019049957	0	0.771827652664514	0.998342592316123
ACKR2	-0.230213103235374	0.0850194276433476	0.00677368331269064	0	0.815095122448766	0.829592038330043
ACKR3	-0.0593055002724589	0.101833927779807	0.56031433816293	0.196275794284293	0.234540505725279	0.998342592316123
ACO1	-0.112858331776001	0.0827193639005439	0.172456798849839	0	0.913939097495645	0.998342592316123
ACO2	-0.0298844487390545	0.0821463718865346	0.716011011355934	0	0.635686821816689	0.998342592316123
ACOT1	-0.0608150259123155	0.082101005436823	0.4588545939405	0	0.766233487176008	0.998342592316123
ACOT11	-0.0517200519510525	0.0854192767776729	0.544857090480274	0.0621150839034782	0.383148964648445	0.998342592316123
ACOT13	-0.0340330796330284	0.0911318873798145	0.708814562218484	0.232550764564035	0.195969264474154	0.998342592316123
ACOT2	-0.0666940330945041	0.0825596791142125	0.419189515886385	0	0.868477289568377	0.998342592316123
ACOT4	-0.154960684808815	0.0814132205726052	0.0569903557278264	0	0.812393597412373	0.998342592316123
ACOT7	-0.0778233997362087	0.0816744486675466	0.340666688829734	0	0.642146024614491	0.998342592316123
ACOT8	-0.100764096962968	0.0840259370172962	0.230449293019738	0.0571135928077733	0.388621901325718	0.998342592316123
ACOT9	-0.0329643254584139	0.0858892274907585	0.701126343315541	0.0644428121098371	0.380596413957314	0.998342592316123
ACOX1	-0.122315486273342	0.104689050013655	0.242657778166222	0.249096107755477	0.17899500350771	0.998342592316123
ACOX2	-0.00766069426008106	0.0819351446579	0.925508693739838	0	0.498253229532762	0.999882152897227
ACOX3	0.0294419470919602	0.091020638897929	0.746343474908149	0	0.515363376294415	0.998342592316123
ACP1	-0.0112551907363946	0.0827302851529895	0.891784282119428	0	0.636417554801623	0.998342592316123
ACP2	-0.187696192864019	0.0850732704424484	0.0273637940390224	0	0.7734315976553	0.944685755141109
ACP5	-0.0648779106415266	0.114330070774859	0.570400693334562	0.382838545517972	0.0656010712270173	0.998342592316123
ACRBP	-0.0631413843535195	0.0800117925917962	0.430023770015251	0	0.874734375843358	0.998342592316123
ACSBG1	0.0403810223805276	0.0809456427452838	0.617873845588901	0	0.933549190342144	0.998342592316123
ACSF2	-0.114594432101927	0.0860920596861792	0.183166459810465	0.24163164934123	0.186596912075565	0.998342592316123
ACSF3	0.0690528063477828	0.0810825356573037	0.394416152158322	0	0.922591392638286	0.998342592316123
ACSL1	-0.117594869203726	0.0810918832651662	0.14701850067625	0	0.585178885316947	0.998342592316123
ACSL3	-0.0521848053377296	0.0753377538402013	0.488511642706569	0	0.983307890345699	0.998342592316123
ACSL4	-0.0920123770101615	0.0752647586393786	0.221512530256368	0	0.817145072268302	0.998342592316123
ACSL5	-0.156667456753119	0.0931565857595455	0.0926144778839476	0.183683847668988	0.248261085632184	0.998342592316123
ACSL6	0.0526947811973856	0.0831001547423976	0.526007921394976	0	0.852302940695087	0.998342592316123
ACSM3	0.0073741721148065	0.0845483396120263	0.930497902617532	0	0.654102199190052	0.999882152897227
ACSS1	-0.0403568690023682	0.0843843799247988	0.632471947558512	0.141714527765386	0.294718547279977	0.998342592316123
ACSS2	-0.0169973158834707	0.0855809173661313	0.842567008932162	0	0.814202319150345	0.998342592316123
ACSS3	0.0729944200664405	0.0823697085025998	0.375520331247631	0	0.864733559473295	0.998342592316123
ACTA2	0.0351730556196566	0.0795890526917068	0.658537446294951	0	0.681603873303642	0.998342592316123
ACTB	-0.123818659272571	0.0950110748806797	0.19250567652458	0.00394956339942304	0.447141408306096	0.998342592316123
ACTG2	-0.00556059321995598	0.0823657290698703	0.946174900587047	0	0.894779027019045	0.999882152897227
ACTL6A	-0.0439596185740396	0.0798536134683902	0.581974722061092	0	0.845959534650084	0.998342592316123
ACTN1	0.0595267879171749	0.0916103170268699	0.515832674494128	0	0.683506239073851	0.998342592316123
ACTN4	-0.0222053817233178	0.0818536321104998	0.786174481174768	0	0.868731273890646	0.998342592316123
ACTR10	0.0210176516670767	0.0827013151059209	0.799387967674993	0	0.823438495548108	0.998342592316123
ACTR1A	-0.00433482567789382	0.082672978187352	0.95818335804925	0	0.893338373256664	0.999882152897227
ACTR1B	0.0211087205299238	0.0827913486351666	0.798751770855517	0	0.786730658449515	0.998342592316123
ACTR2	-0.105588866161978	0.0844153583597189	0.210998221303154	0	0.974847869312407	0.998342592316123
ACTR3	-0.0475677778860601	0.0812629033692023	0.55830795561112	0	0.783764114477595	0.998342592316123
ACTR3B	0.0307546010432291	0.0808028772169159	0.703490658197877	0	0.827769596554536	0.998342592316123
ACTR3C	-0.0629945622660879	0.0786525284589511	0.423176642013962	0	0.857682213099968	0.998342592316123
ACTR5	-0.0684109488947189	0.0818896722553247	0.403490353105526	0	0.949482556771958	0.998342592316123
ACTR6	-0.154759638351321	0.0817396197037825	0.058314706603995	0	0.652370966845655	0.998342592316123
ACTR8	0.0821767013738118	0.118576580257766	0.488292979660154	0.35614051656241	0.0840324851670772	0.998342592316123
ACTRT3	0.0457972317088163	0.0861568729614712	0.595033313260694	0.384555702822477	0.0644993528397033	0.998342592316123
ACVR1	0.12027617827552	0.0993871213458772	0.226210325743773	0.128825154441986	0.30910286651336	0.998342592316123
ACVR1B	-0.0212167576471728	0.0965874302719779	0.826133034294018	0.31299738648404	0.118656181021687	0.998342592316123
ACVR1C	-0.0722253853679261	0.104239098052087	0.48838366303139	0.210580343318158	0.219139635617157	0.998342592316123
ACVR2A	0.0251093863161095	0.0816487381565104	0.758440459179886	0	0.909868255319425	0.998342592316123
ACVR2B	-0.186577974471738	0.0855329661947372	0.0291569869773351	0	0.808701650139456	0.944685755141109
ACVRL1	0.0746025082941279	0.0844190136785527	0.376849059983866	0	0.504890461051621	0.998342592316123
ACY1	0.0835447636965478	0.0846307558126346	0.323560345802228	0.197785388396402	0.232905205466737	0.998342592316123
ACYP1	0.00351863763800862	0.0848609396793972	0.966926333615013	0.0814660848508505	0.36183588088335	0.999882152897227
ACYP2	0.118564661711057	0.0813412752984315	0.144945340883503	0	0.708259577761837	0.998342592316123
ADA	-0.0744469561158115	0.0887765859606663	0.401700695792145	0	0.714839641708344	0.998342592316123
ADAL	0.066536450117778	0.095073285794813	0.484024854566149	0.277009453373127	0.151500974802872	0.998342592316123
ADAM10	-0.051992133940974	0.0820166886844683	0.526132120234799	0	0.964848336610271	0.998342592316123
ADAM12	0.148831078486708	0.0870415224603425	0.0872869604322751	0.0271763345829803	0.420998931381236	0.998342592316123
ADAM15	-0.0183099286725416	0.0817551356939838	0.82278796657968	0	0.991561356778795	0.998342592316123
ADAM17	0.0456101010641627	0.0824108131199249	0.579956667116454	0	0.898773296471807	0.998342592316123
ADAM19	-0.0247012926233392	0.0936759856054885	0.792019854900513	0.283821177224073	0.145041497417337	0.998342592316123
ADAM20	0.131222417917631	0.116447624596008	0.259793515603063	0.341603652198226	0.0950611957819374	0.998342592316123
ADAM22	-0.0462292087456708	0.104823006779902	0.65919736954572	0.187173142531433	0.244445546025249	0.998342592316123
ADAM23	0.0106165190236644	0.0857338613857184	0.901449000977482	0	0.929868508617659	0.998342592316123
ADAM28	-0.12484699814906	0.0825903086920088	0.130624903197725	0.245441858741234	0.182704550171961	0.998342592316123
ADAM32	0.0509913736505274	0.114058109693175	0.654828224928206	0.356315114290086	0.0839041717709837	0.998342592316123
ADAM8	-0.0120135980132013	0.101261239816233	0.905560851310259	0.307115028683904	0.123798280037311	0.998811741596597
ADAM9	-0.141472322679149	0.0832976160202094	0.089433080922666	0	0.743008429349254	0.998342592316123
ADAMDEC1	-0.169978206826315	0.110697694377665	0.124656850715962	0.383970461565217	0.0648736822331361	0.998342592316123
ADAMTS1	0.111927884877602	0.0838739064604722	0.182047244640693	0.0422321405844456	0.404803556337558	0.998342592316123
ADAMTS14	0.139191433892887	0.0871266086204916	0.110137230637395	0	0.686909704452926	0.998342592316123
ADAMTS15	0.0918845501151546	0.0891892053392281	0.302906495953152	0	0.553241611341789	0.998342592316123
ADAMTS16	0.112462491491142	0.0886042914320927	0.204345898930234	0	0.857693929195328	0.998342592316123
ADAMTS17	0.00351469558089142	0.0879399837914624	0.968119451323454	0	0.654386822076283	0.999882152897227
ADAMTS2	0.0616853351616976	0.0893093760280046	0.489758670127862	0.169769858504883	0.263563375792915	0.998342592316123
ADAMTS3	0.083104949515683	0.0902333833428541	0.357050407021215	0	0.600703375489031	0.998342592316123
ADAMTS4	-0.01257865497393	0.0862114411286098	0.883996616478314	0.186650226619312	0.24501673140982	0.998342592316123
ADAMTS5	-0.0371608014189984	0.0833112577840087	0.655562733971026	0	0.899606975428775	0.998342592316123
ADAMTS6	0.132039191710756	0.0948248753214043	0.163785234030918	0.284785514251343	0.144135649953886	0.998342592316123
ADAMTS7	0.126342997241414	0.0851201596250769	0.137732016077009	0.248056977399053	0.180047471590365	0.998342592316123
ADAMTS9	0.0808577206804652	0.0855793825775079	0.344747149160324	0.13500475070745	0.302204019576543	0.998342592316123
ADAMTSL1	0.157135000799876	0.0937229094857663	0.093622458117898	0	0.631510222302479	0.998342592316123
ADAMTSL2	0.0218984151709183	0.0854738877319516	0.797796362251718	0.23681073838913	0.191556244854578	0.998342592316123
ADAMTSL3	0.0411411054034988	0.0881747506916028	0.640796095727608	0	0.648619898600421	0.998342592316123
ADAMTSL4	-0.143066005669867	0.0841699242010484	0.0891820357722918	0	0.640540068353996	0.998342592316123
ADAMTSL5	-0.0638096693513905	0.0853899087940183	0.454898108222127	0.0478569590303434	0.398706297165938	0.998342592316123
ADAP1	-0.00608679642720677	0.0824895594746649	0.941178527577861	0.00883029769706782	0.440460829146341	0.999882152897227
ADAP2	-0.124865049393229	0.0843653203087076	0.138859406810974	0	0.586725897231846	0.998342592316123
ADAR	-0.0979049610741157	0.0830878543198418	0.238664833947073	0	0.864411979875103	0.998342592316123
ADARB1	0.0142289444322691	0.0829996381268636	0.863882669470274	0	0.667882469358319	0.998342592316123
ADARB2	0.0426960704261977	0.130581778704231	0.743692045522077	0.200480179867983	0.229991597121938	0.998342592316123
ADAT1	0.0125834771741579	0.0814648848259551	0.877243069743184	0	0.869495291925021	0.998342592316123
ADAT2	0.0717096694704458	0.0830223405654353	0.38773104561841	0	0.85711913666531	0.998342592316123
ADAT3	0.00200277896526975	0.081956827084976	0.980504035575173	0	0.907795366970722	0.999882152897227
ADCK1	0.103638146989648	0.0819564480741355	0.206032158628697	0.0882224945839936	0.354350798334226	0.998342592316123
ADCK2	-0.070789817752777	0.0837440893099944	0.397937101877691	0	0.859451678796965	0.998342592316123
ADCY1	-0.0523905112744588	0.0852346024469998	0.538777649606239	0.174353748370108	0.258507993552593	0.998342592316123
ADCY10	-0.0368045929276555	0.0832575396431447	0.658447831481709	0	0.532504144339904	0.998342592316123
ADCY10P1	0.0783687683789468	0.0855118934820032	0.359422376624497	0	0.856642192243204	0.998342592316123
ADCY2	-0.121214861045319	0.0848818147614026	0.153279551196277	0	0.848392915256531	0.998342592316123
ADCY3	0.069969514625075	0.0825882266384419	0.396878464346496	0	0.546482761567481	0.998342592316123
ADCY4	0.0492575957396165	0.0909161430510944	0.587962130772672	0.166328914939054	0.267366245607293	0.998342592316123
ADCY5	-0.0679749254400827	0.0883978785231311	0.44191374738923	0.200291647029546	0.230195201242348	0.998342592316123
ADCY6	0.0931572331001317	0.0816208142430145	0.253727784911575	0	0.683687547725531	0.998342592316123
ADCY7	-0.00780981038900254	0.0835337099533341	0.925511974775685	0	0.613375154362627	0.999882152897227
ADCY9	-0.0787507014834261	0.103169009069925	0.445274117571665	0.258683104877506	0.169378020040718	0.998342592316123
ADD1	-0.0509101038635678	0.0851614477938291	0.549968764511201	0.126655948272808	0.3115251017719	0.998342592316123
ADD3	0.0682083643828772	0.0842216939554678	0.418016662545219	0.101574476784616	0.3395090525985	0.998342592316123
ADH1B	-0.13119207488483	0.0841288896705598	0.118897563037643	0	0.712226070530653	0.998342592316123
ADH1C	-0.0142485669617999	0.0840406453479966	0.865368955444354	0	0.853155962038316	0.998342592316123
ADH5	-0.000652355556085817	0.0824338023522019	0.993685854847652	0	0.611676079829878	0.999882152897227
ADHFE1	-0.00363549232217722	0.0847352558273112	0.965777957549379	0	0.485708329319645	0.999882152897227
ADI1	-0.081036953832626	0.0806557223347911	0.315028491150399	0	0.848619814950028	0.998342592316123
ADIPOR1	-0.104995249659151	0.0848960217641341	0.216179495388623	0	0.561310985443027	0.998342592316123
ADIPOR2	0.0487710916120498	0.0818203381043261	0.551124850311258	0	0.893988453400615	0.998342592316123
ADIRF	-0.119807378026044	0.0887121488595994	0.176849796496348	0.065518666316598	0.379415530533054	0.998342592316123
ADK	0.0017106155450044	0.114553946352978	0.988085761752236	0.373428442921766	0.0718204491344777	0.999882152897227
ADM	0.0367880156903912	0.0873846410846173	0.673762754748027	0.200466980453629	0.224771511885801	0.998342592316123
ADM2	0.025824520416796	0.0816020561528059	0.751646557802089	0.0744801987288426	0.369553242628636	0.998342592316123
ADNP	0.0499071279494005	0.0839441400384436	0.55215912990735	0	0.942223664110583	0.998342592316123
ADNP2	-0.0810451437486544	0.0831409992378587	0.329663668083606	0	0.824787137478176	0.998342592316123
ADO	0.0836538566614557	0.0845080760364311	0.322226978082876	0	0.731835020130944	0.998342592316123
ADORA1	0.220529819182622	0.0898413253008006	0.014101827983119	0	0.620002211618621	0.903035906203301
ADORA2B	0.121083678838682	0.0883509852818229	0.17053562957479	0	0.593721075353161	0.998342592316123
ADPGK	-0.104250845476636	0.0818963206130372	0.203031780479086	0	0.919721626875345	0.998342592316123
ADPRH	0.0329982822089185	0.083540430407997	0.69284454703955	0	0.723059223989938	0.998342592316123
ADPRHL1	-0.0364585624890522	0.107851018858857	0.735328823805727	0.0404343057449099	0.406747247162176	0.998342592316123
ADPRM	-0.0944079822249256	0.0960860266352092	0.325835846491222	0.0762856399894708	0.367561067803503	0.998342592316123
ADRA1A	-0.00999752487507837	0.086474467810828	0.90795969733746	0	0.793773649856926	0.99906287674697
ADRA2A	0.038625657469631	0.084752879814622	0.648573729722593	0	0.748335849990258	0.998342592316123
ADRB1	-0.0946754881924595	0.0984069970235362	0.336008988418633	0	0.473810460806395	0.998342592316123
ADRB2	0.0426004759214496	0.0815182741878476	0.601260958471767	0	0.951303829180735	0.998342592316123
ADRM1	-0.0179865812907433	0.0825237798271383	0.827463126608227	0	0.826948844012392	0.998342592316123
ADSL	0.16850484509961	0.0877019092035494	0.0546893474750275	0	0.722938347689019	0.998342592316123
ADTRP	0.0087829521630939	0.0830198619671498	0.915746285882842	0	0.722278244591827	0.999593063497547
AEBP1	0.0392868557545615	0.0759723895537449	0.605072267433816	0	0.827540077437029	0.998342592316123
AEBP2	0.01772834872176	0.0820347300253116	0.828903684767843	0	0.811990411858363	0.998342592316123
AEN	-0.0323543434417792	0.0757808462178044	0.669418522562075	0	0.81243975155115	0.998342592316123
AFAP1	0.117235054452918	0.0881028235889045	0.183300345297593	0.245955783776136	0.18218143968691	0.998342592316123
AFAP1L1	0.139105229095202	0.0844454710774202	0.0995007659322651	0	0.665483380547827	0.998342592316123
AFAP1L2	0.0423133933557746	0.0829059539335883	0.609786511217194	0	0.524214723766283	0.998342592316123
AFF1	-0.0358747147180254	0.100256410416808	0.720470811712043	0.223524810115187	0.2054090089353	0.998342592316123
AFF3	-0.123622565167	0.0884393702155649	0.162166295849571	0.0718729778359306	0.372427116556397	0.998342592316123
AFF4	0.119984234621785	0.0818202192346857	0.142529146837229	0	0.637816342608613	0.998342592316123
AFG3L1P	-0.0700984800373045	0.08128192446792	0.388461022178351	0	0.617721975785567	0.998342592316123
AFG3L2	-0.119789206545366	0.0819228105680155	0.143680817418818	0	0.994497586572006	0.998342592316123
AFMID	-0.00450387989110873	0.0849691960064896	0.957727101925737	0	0.570431655281842	0.999882152897227
AFTPH	-0.0684375637763661	0.0818856237876708	0.403284196811726	0	0.905144222189392	0.998342592316123
